2021-04-25 13:33:19.485002 IC 7 THERM 0: 23.62 C
2021-04-25 13:33:19.485002 IC 7 THERM 1: 23.75 C
2021-04-25 13:33:19.485002 IC 7 THERM 2: 23.71 C
2021-04-25 13:33:19.486971 BMS STATE: 1
2021-04-25 13:36:21.729951 IC 1 CELL 2: 3.9936 V
2021-04-25 13:36:21.732587 IC 1 CELL 3: 3.9777 V
2021-04-25 13:36:21.732587 IC 1 CELL 4: 3.9744 V
2021-04-25 13:36:21.732587 IC 1 CELL 5: 3.9894 V
2021-04-25 13:36:21.734376 IC 1 CELL 6: 3.9806 V
2021-04-25 13:36:21.734376 IC 1 CELL 7: 3.9799 V
2021-04-25 13:36:21.734376 IC 1 CELL 8: 3.9803 V
2021-04-25 13:36:21.735931 IC 2 CELL 0: 3.9944 V
2021-04-25 13:36:21.735931 IC 2 CELL 1: 3.9866 V
2021-04-25 13:36:21.735931 IC 2 CELL 2: 3.995 V
2021-04-25 13:36:21.737550 IC 2 CELL 3: 3.9837 V
2021-04-25 13:36:21.737550 IC 2 CELL 4: 3.9756 V
2021-04-25 13:36:21.737550 IC 2 CELL 5: 3.9834 V
2021-04-25 13:36:21.739079 IC 2 CELL 6: 3.9871 V
2021-04-25 13:36:21.739079 IC 2 CELL 7: 3.9876 V
2021-04-25 13:36:21.739079 IC 2 CELL 8: 4.0129 V
2021-04-25 13:36:22.092441 IC 3 CELL 0: 3.9938 V
2021-04-25 13:36:22.092441 IC 3 CELL 1: 3.9937 V
2021-04-25 13:36:22.092441 IC 3 CELL 2: 3.9887 V
2021-04-25 13:36:22.168612 IC 3 CELL 3: 3.9825 V
2021-04-25 13:36:22.168612 IC 3 CELL 4: 3.973 V
2021-04-25 13:36:22.168612 IC 3 CELL 5: 3.9957 V
2021-04-25 13:36:22.170210 IC 3 CELL 6: 3.9872 V
2021-04-25 13:36:22.170210 IC 3 CELL 7: 3.991 V
2021-04-25 13:36:22.170210 IC 3 CELL 8: 4.001 V
2021-04-25 13:36:22.171568 IC 4 CELL 0: 3.9898 V
2021-04-25 13:36:22.171568 IC 4 CELL 1: 3.9957 V
2021-04-25 13:36:22.171568 IC 4 CELL 2: 3.9789 V
2021-04-25 13:36:22.172908 IC 4 CELL 3: 3.9914 V
2021-04-25 13:36:22.172908 IC 4 CELL 4: 3.9767 V
2021-04-25 13:36:22.172908 IC 4 CELL 5: 3.9954 V
2021-04-25 13:36:22.174476 IC 4 CELL 6: 3.9846 V
2021-04-25 13:36:22.174476 IC 4 CELL 7: 3.9854 V
2021-04-25 13:36:22.174476 IC 4 CELL 8: 3.9842 V
2021-04-25 13:36:22.175940 IC 5 CELL 0: 3.9933 V
2021-04-25 13:36:22.175940 IC 5 CELL 1: 3.9964 V
2021-04-25 13:36:22.175940 IC 5 CELL 2: 3.9931 V
2021-04-25 13:36:22.177398 IC 5 CELL 3: 3.9819 V
2021-04-25 13:36:22.177398 IC 5 CELL 4: 3.9696 V
2021-04-25 13:36:22.177398 IC 5 CELL 5: 3.991 V
2021-04-25 13:36:22.178918 IC 5 CELL 6: 3.9926 V
2021-04-25 13:36:22.178918 IC 5 CELL 7: 3.9827 V
2021-04-25 13:36:22.178918 IC 5 CELL 8: 3.9836 V
2021-04-25 13:36:22.180572 IC 6 CELL 0: 3.9893 V
2021-04-25 13:36:22.180572 IC 6 CELL 1: 3.987 V
2021-04-25 13:36:22.180572 IC 6 CELL 2: 3.9808 V
2021-04-25 13:36:22.182129 IC 6 CELL 3: 3.9859 V
2021-04-25 13:36:22.182129 IC 6 CELL 4: 3.9711 V
2021-04-25 13:36:22.182129 IC 6 CELL 5: 3.998 V
2021-04-25 13:36:22.183612 IC 6 CELL 6: 3.9868 V
2021-04-25 13:36:22.183612 IC 6 CELL 7: 3.9943 V
2021-04-25 13:36:22.183612 IC 6 CELL 8: 3.9814 V
2021-04-25 13:36:22.185613 IC 7 CELL 0: 3.9947 V
2021-04-25 13:36:22.185613 IC 7 CELL 1: 3.9898 V
2021-04-25 13:36:22.185613 IC 7 CELL 2: 3.9877 V
2021-04-25 13:36:22.187270 IC 7 CELL 3: 3.9788 V
2021-04-25 13:36:22.187270 IC 7 CELL 4: 3.9762 V
2021-04-25 13:36:22.187270 IC 7 CELL 5: 3.9897 V
2021-04-25 13:36:22.189001 IC 7 CELL 6: 3.9953 V
2021-04-25 13:36:22.189001 IC 7 CELL 7: 3.9891 V
2021-04-25 13:36:22.189001 IC 7 CELL 8: 3.9828 V
2021-04-25 13:36:22.190572 BMS AVERAGE TEMPERATURE: 24.02 C
2021-04-25 13:36:22.190572 BMS LOW TEMPERATURE: 23.34 C
2021-04-25 13:36:22.190572 BMS HIGH TEMPERATURE: 24.53 C
2021-04-25 13:36:22.192378 IC 0 THERM 0: 24.31 C
2021-04-25 13:36:22.192378 IC 0 THERM 1: 24.1 C
2021-04-25 13:36:22.192378 IC 0 THERM 2: 23.94 C
2021-04-25 13:36:22.194278 IC 1 THERM 0: 23.87 C
2021-04-25 13:36:22.194278 IC 1 THERM 1: 23.96 C
2021-04-25 13:36:22.194278 IC 1 THERM 2: 23.96 C
2021-04-25 13:36:22.196108 IC 2 THERM 0: 24.09 C
2021-04-25 13:36:22.196108 IC 2 THERM 1: 23.8 C
2021-04-25 13:36:22.196108 IC 2 THERM 2: 23.79 C
2021-04-25 13:36:22.197871 IC 3 THERM 0: 23.92 C
2021-04-25 13:36:22.197871 IC 3 THERM 1: 24.0 C
2021-04-25 13:36:22.197871 IC 3 THERM 2: 23.96 C
2021-04-25 13:36:22.284389 IC 4 THERM 0: 24.13 C
2021-04-25 13:36:22.284389 IC 4 THERM 1: 23.96 C
2021-04-25 13:36:22.284389 IC 4 THERM 2: 23.76 C
2021-04-25 13:36:22.364405 IC 5 THERM 0: 23.94 C
2021-04-25 13:36:22.364405 IC 5 THERM 1: 23.33 C
2021-04-25 13:36:22.364405 IC 5 THERM 2: 23.84 C
2021-04-25 13:36:22.366103 IC 6 THERM 0: 24.52 C
2021-04-25 13:36:22.366103 IC 6 THERM 1: 24.28 C
2021-04-25 13:36:22.366103 IC 6 THERM 2: 24.15 C
2021-04-25 13:36:22.367713 IC 7 THERM 0: 24.24 C
2021-04-25 13:36:22.367713 IC 7 THERM 1: 24.34 C
2021-04-25 13:36:22.367713 IC 7 THERM 2: 24.26 C
2021-04-25 13:36:22.369353 BMS STATE: 1
2021-04-25 13:36:22.369353 BMS ERROR FLAGS: 0x00
2021-04-25 13:36:22.369353 BMS CURRENT: -12.27 A
2021-04-25 13:36:22.371146 BMS TOTAL CHARGE: 84394.3167 C
2021-04-25 13:36:22.371146 BMS TOTAL DISCHARGE: 34926.7969 C
2021-04-25 13:36:22.372798 REQUESTED TORQUE: 33.9 Nm
2021-04-25 13:36:22.374442 MCU PEDAL ACCEL 1: 2219
2021-04-25 13:36:22.374442 MCU PEDAL ACCEL 2: 1860
2021-04-25 13:36:22.374442 MCU PEDAL BRAKE: 423
2021-04-25 13:36:22.374442 MCU IMPLAUS ACCEL: 1
2021-04-25 13:36:22.374442 MCU IMPLAUS BRAKE: 1
2021-04-25 13:36:22.374442 MCU BRAKE ACT: 0
2021-04-25 13:36:22.374442 MCU TORQUE MAP MODE: 1
2021-04-25 13:36:22.376171 BAL IC0 CELL0: OFF
2021-04-25 13:36:22.376171 BAL IC0 CELL1: OFF
2021-04-25 13:36:22.376171 BAL IC0 CELL2: OFF
2021-04-25 13:36:22.376171 BAL IC0 CELL3: OFF
2021-04-25 13:36:22.376171 BAL IC0 CELL4: OFF
2021-04-25 13:36:22.376171 BAL IC0 CELL5: OFF
2021-04-25 13:36:22.376171 BAL IC0 CELL6: OFF
2021-04-25 13:36:22.376171 BAL IC0 CELL7: OFF
2021-04-25 13:36:22.376171 BAL IC0 CELL8: OFF
2021-04-25 13:36:22.376171 BAL IC1 CELL0: OFF
2021-04-25 13:36:22.376171 BAL IC1 CELL1: OFF
2021-04-25 13:36:22.376171 BAL IC1 CELL2: OFF
2021-04-25 13:36:22.376171 BAL IC1 CELL3: OFF
2021-04-25 13:36:22.376171 BAL IC1 CELL4: OFF
2021-04-25 13:36:22.376171 BAL IC1 CELL5: OFF
2021-04-25 13:36:22.376171 BAL IC1 CELL6: OFF
2021-04-25 13:36:22.376171 BAL IC1 CELL7: OFF
2021-04-25 13:36:22.376171 BAL IC1 CELL8: OFF
2021-04-25 13:36:22.376171 BAL IC2 CELL0: OFF
2021-04-25 13:36:22.376171 BAL IC2 CELL1: OFF
2021-04-25 13:36:22.376171 BAL IC2 CELL2: OFF
2021-04-25 13:36:22.376171 BAL IC2 CELL3: OFF
2021-04-25 13:36:22.376171 BAL IC2 CELL4: OFF
2021-04-25 13:36:22.376171 BAL IC2 CELL5: OFF
2021-04-25 13:36:22.376171 BAL IC2 CELL6: OFF
2021-04-25 13:36:22.376171 BAL IC2 CELL7: OFF
2021-04-25 13:36:22.376171 BAL IC2 CELL8: OFF
2021-04-25 13:36:22.376171 BAL IC3 CELL0: OFF
2021-04-25 13:36:22.376171 BAL IC3 CELL1: OFF
2021-04-25 13:36:22.376171 BAL IC3 CELL2: OFF
2021-04-25 13:36:22.376171 BAL IC3 CELL3: OFF
2021-04-25 13:36:22.376171 BAL IC3 CELL4: OFF
2021-04-25 13:36:22.376171 BAL IC3 CELL5: OFF
2021-04-25 13:36:22.376171 BAL IC3 CELL6: OFF
2021-04-25 13:36:22.376171 BAL IC3 CELL7: OFF
2021-04-25 13:36:22.376171 BAL IC3 CELL8: OFF
2021-04-25 13:36:22.376171 BAL IC4 CELL0: OFF
2021-04-25 13:36:22.376171 BAL IC4 CELL1: OFF
2021-04-25 13:36:22.376171 BAL IC4 CELL2: OFF
2021-04-25 13:36:22.376171 BAL IC4 CELL3: OFF
2021-04-25 13:36:22.376171 BAL IC4 CELL4: OFF
2021-04-25 13:36:22.376171 BAL IC4 CELL5: OFF
2021-04-25 13:36:22.376171 BAL IC4 CELL6: OFF
2021-04-25 13:36:22.376171 BAL IC4 CELL7: OFF
2021-04-25 13:36:22.376171 BAL IC4 CELL8: OFF
2021-04-25 13:36:22.376171 BAL IC5 CELL0: OFF
2021-04-25 13:36:22.376171 BAL IC5 CELL1: OFF
2021-04-25 13:36:22.376171 BAL IC5 CELL2: OFF
2021-04-25 13:36:22.376171 BAL IC5 CELL3: OFF
2021-04-25 13:36:22.376171 BAL IC5 CELL4: OFF
2021-04-25 13:36:22.376171 BAL IC5 CELL5: OFF
2021-04-25 13:36:22.376171 BAL IC5 CELL6: OFF
2021-04-25 13:36:22.376171 BAL IC5 CELL7: OFF
2021-04-25 13:36:22.376171 BAL IC5 CELL8: OFF
2021-04-25 13:36:22.376171 BAL IC6 CELL0: OFF
2021-04-25 13:36:22.376171 BAL IC6 CELL1: OFF
2021-04-25 13:36:22.376171 BAL IC6 CELL2: OFF
2021-04-25 13:36:22.376171 BAL IC6 CELL3: OFF
2021-04-25 13:36:22.376171 BAL IC6 CELL4: OFF
2021-04-25 13:36:22.376171 BAL IC6 CELL5: OFF
2021-04-25 13:36:22.376171 BAL IC6 CELL6: OFF
2021-04-25 13:36:22.376171 BAL IC6 CELL7: OFF
2021-04-25 13:36:22.376171 BAL IC6 CELL8: OFF
2021-04-25 13:36:22.376171 BAL IC7 CELL0: OFF
2021-04-25 13:36:22.376171 BAL IC7 CELL1: OFF
2021-04-25 13:36:22.376171 BAL IC7 CELL2: OFF
2021-04-25 13:36:22.376171 BAL IC7 CELL3: OFF
2021-04-25 13:36:22.376171 BAL IC7 CELL4: OFF
2021-04-25 13:36:22.376171 BAL IC7 CELL5: OFF
2021-04-25 13:36:22.376171 BAL IC7 CELL6: OFF
2021-04-25 13:36:22.376171 BAL IC7 CELL7: OFF
2021-04-25 13:36:22.376171 BAL IC7 CELL8: OFF
2021-04-25 13:36:22.658833 BAL IC4 CELL0: OFF
2021-04-25 13:36:22.658833 BAL IC4 CELL1: OFF
2021-04-25 13:36:22.658833 BAL IC4 CELL2: OFF
2021-04-25 13:36:22.658833 BAL IC4 CELL3: OFF
2021-04-25 13:36:22.658833 BAL IC4 CELL4: OFF
2021-04-25 13:36:22.658833 BAL IC4 CELL5: OFF
2021-04-25 13:36:22.658833 BAL IC4 CELL6: OFF
2021-04-25 13:36:22.658833 BAL IC4 CELL7: OFF
2021-04-25 13:36:22.658833 BAL IC4 CELL8: OFF
2021-04-25 13:36:22.658833 BAL IC5 CELL0: OFF
2021-04-25 13:36:22.658833 BAL IC5 CELL1: OFF
2021-04-25 13:36:22.658833 BAL IC5 CELL2: OFF
2021-04-25 13:36:22.658833 BAL IC5 CELL3: OFF
2021-04-25 13:36:22.658833 BAL IC5 CELL4: OFF
2021-04-25 13:36:22.658833 BAL IC5 CELL5: OFF
2021-04-25 13:36:22.658833 BAL IC5 CELL6: OFF
2021-04-25 13:36:22.658833 BAL IC5 CELL7: OFF
2021-04-25 13:36:22.658833 BAL IC5 CELL8: OFF
2021-04-25 13:36:22.658833 BAL IC6 CELL0: OFF
2021-04-25 13:36:22.658833 BAL IC6 CELL1: OFF
2021-04-25 13:36:22.658833 BAL IC6 CELL2: OFF
2021-04-25 13:36:22.658833 BAL IC6 CELL3: OFF
2021-04-25 13:36:22.658833 BAL IC6 CELL4: OFF
2021-04-25 13:36:22.658833 BAL IC6 CELL5: OFF
2021-04-25 13:36:22.658833 BAL IC6 CELL6: OFF
2021-04-25 13:36:22.658833 BAL IC6 CELL7: OFF
2021-04-25 13:36:22.658833 BAL IC6 CELL8: OFF
2021-04-25 13:36:22.658833 BAL IC7 CELL0: OFF
2021-04-25 13:36:22.658833 BAL IC7 CELL1: OFF
2021-04-25 13:36:22.658833 BAL IC7 CELL2: OFF
2021-04-25 13:36:22.658833 BAL IC7 CELL3: OFF
2021-04-25 13:36:22.658833 BAL IC7 CELL4: OFF
2021-04-25 13:36:22.658833 BAL IC7 CELL5: OFF
2021-04-25 13:36:22.658833 BAL IC7 CELL6: OFF
2021-04-25 13:36:22.658833 BAL IC7 CELL7: OFF
2021-04-25 13:36:22.658833 BAL IC7 CELL8: OFF
2021-04-25 13:36:22.658833 BAL IC8 CELL0: OFF
2021-04-25 13:36:22.658833 BAL IC8 CELL1: OFF
2021-04-25 13:36:22.658833 BAL IC8 CELL2: OFF
2021-04-25 13:36:22.658833 BAL IC8 CELL3: OFF
2021-04-25 13:36:22.658833 BAL IC8 CELL4: OFF
2021-04-25 13:36:22.658833 BAL IC8 CELL5: OFF
2021-04-25 13:36:22.658833 BAL IC8 CELL6: OFF
2021-04-25 13:36:22.658833 BAL IC8 CELL7: OFF
2021-04-25 13:36:22.658833 BAL IC8 CELL8: OFF
2021-04-25 13:36:22.658833 BAL IC9 CELL0: OFF
2021-04-25 13:36:22.658833 BAL IC9 CELL1: OFF
2021-04-25 13:36:22.658833 BAL IC9 CELL2: OFF
2021-04-25 13:36:22.658833 BAL IC9 CELL3: OFF
2021-04-25 13:36:22.658833 BAL IC9 CELL4: OFF
2021-04-25 13:36:22.658833 BAL IC9 CELL5: OFF
2021-04-25 13:36:22.658833 BAL IC9 CELL6: OFF
2021-04-25 13:36:22.658833 BAL IC9 CELL7: OFF
2021-04-25 13:36:22.658833 BAL IC9 CELL8: OFF
2021-04-25 13:36:22.658833 BAL IC10 CELL0: OFF
2021-04-25 13:36:22.725995 TCU WHEEL RPM REAR LEFT: 53.07 RPM
2021-04-25 13:36:22.725995 TCU WHEEL RPM REAR RIGHT: 53.07 RPM
2021-04-25 13:36:22.727706 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:36:22.727706 TCU WHEEL RPM FRONT RIGHT: 2.56 RPM
2021-04-25 13:36:22.729052 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:36:22.732088 ECU CURRENT: 0.55 A
2021-04-25 13:36:22.732088 COOLING CURRENT: 1.08 A
2021-04-25 13:36:22.734088 MOTOR ANGLE: 125.2
2021-04-25 13:36:22.734088 MOTOR SPEED: -2347 RPM
2021-04-25 13:36:22.734088 ELEC OUTPUT FREQ: -391.1
2021-04-25 13:36:22.734088 DELTA RESOLVER FILT: 676
2021-04-25 13:36:22.736395 PHASE A CURRENT: -56.9 A
2021-04-25 13:36:22.736395 PHASE B CURRENT: 84.2 A
2021-04-25 13:36:22.736395 PHASE C CURRENT: -32.4 A
2021-04-25 13:36:22.736395 DC BUS CURRENT: 24.6 A
2021-04-25 13:36:22.738494 DC BUS VOLTAGE: 290.5 V
2021-04-25 13:36:22.738494 OUTPUT VOLTAGE: 68.2 V
2021-04-25 13:36:22.738494 PHASE AB VOLTAGE: 19.3 V
2021-04-25 13:36:22.738494 PHASE BC VOLTAGE: 65.4 V
2021-04-25 13:36:22.742047 PHASE A CURRENT: 90.9 A
2021-04-25 13:36:22.742047 PHASE B CURRENT: -69.2 A
2021-04-25 13:36:22.742047 PHASE C CURRENT: -20.1 A
2021-04-25 13:36:22.742047 DC BUS CURRENT: 30.6 A
2021-04-25 13:36:22.743725 DC BUS VOLTAGE: 288.9 V
2021-04-25 13:36:22.743725 OUTPUT VOLTAGE: 72.7 V
2021-04-25 13:36:22.743725 PHASE AB VOLTAGE: 24.3 V
2021-04-25 13:36:22.743725 PHASE BC VOLTAGE: 68.5 V
2021-04-25 13:36:22.745123 COMMANDED TORQUE: 33.7 Nm
2021-04-25 13:36:22.745123 TORQUE FEEDBACK: 36.7 Nm
2021-04-25 13:36:22.745123 RMS UPTIME: 197 s
2021-04-25 13:36:22.746472 REQUESTED TORQUE: 33.8 Nm
2021-04-25 13:36:22.747866 MCU PEDAL ACCEL 1: 2219
2021-04-25 13:36:22.747866 MCU PEDAL ACCEL 2: 1861
2021-04-25 13:36:22.747866 MCU PEDAL BRAKE: 423
2021-04-25 13:36:22.747866 MCU IMPLAUS ACCEL: 0
2021-04-25 13:36:22.747866 MCU IMPLAUS BRAKE: 0
2021-04-25 13:36:22.747866 MCU BRAKE ACT: 1
2021-04-25 13:36:22.747866 MCU TORQUE MAP MODE: 1
2021-04-25 13:36:22.749336 TCU WHEEL RPM REAR LEFT: 55.77 RPM
2021-04-25 13:36:22.749336 TCU WHEEL RPM REAR RIGHT: 55.77 RPM
2021-04-25 13:36:22.751077 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:36:22.751077 TCU WHEEL RPM FRONT RIGHT: 2.56 RPM
2021-04-25 13:36:22.753347 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:36:22.757066 MOTOR ANGLE: 350.8
2021-04-25 13:36:22.757066 MOTOR SPEED: -2543 RPM
2021-04-25 13:36:22.757066 ELEC OUTPUT FREQ: -423.9
2021-04-25 13:36:22.757066 DELTA RESOLVER FILT: 677
2021-04-25 13:36:22.921908 MOTOR ANGLE: 162.6
2021-04-25 13:36:22.921908 MOTOR SPEED: -2397 RPM
2021-04-25 13:36:22.921908 ELEC OUTPUT FREQ: -399.5
2021-04-25 13:36:22.921908 DELTA RESOLVER FILT: 673
2021-04-25 13:36:22.924242 PHASE A CURRENT: -78.3 A
2021-04-25 13:36:22.924242 PHASE B CURRENT: 61.9 A
2021-04-25 13:36:22.924242 PHASE C CURRENT: 21.7 A
2021-04-25 13:36:22.924242 DC BUS CURRENT: 25.7 A
2021-04-25 13:36:22.926363 DC BUS VOLTAGE: 289.5 V
2021-04-25 13:36:22.926363 OUTPUT VOLTAGE: 69.5 V
2021-04-25 13:36:22.926363 PHASE AB VOLTAGE: 18.4 V
2021-04-25 13:36:22.926363 PHASE BC VOLTAGE: 67.0 V
2021-04-25 13:36:22.928413 MOTOR ANGLE: 188.7
2021-04-25 13:36:22.928413 MOTOR SPEED: -2419 RPM
2021-04-25 13:36:22.928413 ELEC OUTPUT FREQ: -403.2
2021-04-25 13:36:22.928413 DELTA RESOLVER FILT: 671
2021-04-25 13:36:22.930864 MOTOR ANGLE: 66.9
2021-04-25 13:36:22.930864 MOTOR SPEED: -2657 RPM
2021-04-25 13:36:22.930864 ELEC OUTPUT FREQ: -442.9
2021-04-25 13:36:22.930864 DELTA RESOLVER FILT: 670
2021-04-25 13:36:22.933188 PHASE A CURRENT: 31.7 A
2021-04-25 13:36:22.933188 PHASE B CURRENT: 42.6 A
2021-04-25 13:36:22.933188 PHASE C CURRENT: -74.9 A
2021-04-25 13:36:22.933188 DC BUS CURRENT: 23.7 A
2021-04-25 13:36:22.935443 DC BUS VOLTAGE: 289.2 V
2021-04-25 13:36:22.935443 OUTPUT VOLTAGE: 77.1 V
2021-04-25 13:36:22.935443 PHASE AB VOLTAGE: 28.1 V
2021-04-25 13:36:22.935443 PHASE BC VOLTAGE: 71.8 V
2021-04-25 13:36:23.227263 ECU CURRENT: 653.95 A
2021-04-25 13:36:23.227263 COOLING CURRENT: 652.89 A
2021-04-25 13:36:23.307253 MOTOR ANGLE: 144.3
2021-04-25 13:36:23.307253 MOTOR SPEED: -2535 RPM
2021-04-25 13:36:23.307253 ELEC OUTPUT FREQ: -422.5
2021-04-25 13:36:23.307253 DELTA RESOLVER FILT: 658
2021-04-25 13:36:23.309882 PHASE A CURRENT: -80.7 A
2021-04-25 13:36:23.309882 PHASE B CURRENT: 81.2 A
2021-04-25 13:36:23.309882 PHASE C CURRENT: 1.8 A
2021-04-25 13:36:23.309882 DC BUS CURRENT: 30.2 A
2021-04-25 13:36:23.311856 DC BUS VOLTAGE: 290.5 V
2021-04-25 13:36:23.311856 OUTPUT VOLTAGE: 71.7 V
2021-04-25 13:36:23.311856 PHASE AB VOLTAGE: 9.9 V
2021-04-25 13:36:23.311856 PHASE BC VOLTAGE: 71.0 V
2021-04-25 13:36:23.313414 MOTOR ANGLE: 250.7
2021-04-25 13:36:23.313414 MOTOR SPEED: -2580 RPM
2021-04-25 13:36:23.313414 ELEC OUTPUT FREQ: -430.1
2021-04-25 13:36:23.313414 DELTA RESOLVER FILT: 681
2021-04-25 13:36:23.314921 PHASE A CURRENT: -29.1 A
2021-04-25 13:36:23.314921 PHASE B CURRENT: -42.3 A
2021-04-25 13:36:23.314921 PHASE C CURRENT: 67.7 A
2021-04-25 13:36:23.314921 DC BUS CURRENT: 21.1 A
2021-04-25 13:36:23.316407 DC BUS VOLTAGE: 289.3 V
2021-04-25 13:36:23.316407 OUTPUT VOLTAGE: 73.5 V
2021-04-25 13:36:23.316407 PHASE AB VOLTAGE: 25.6 V
2021-04-25 13:36:23.316407 PHASE BC VOLTAGE: 68.8 V
2021-04-25 13:36:23.318272 COMMANDED TORQUE: 29.8 Nm
2021-04-25 13:36:23.318272 TORQUE FEEDBACK: 27.9 Nm
2021-04-25 13:36:23.318272 RMS UPTIME: 198 s
2021-04-25 13:36:23.320130 REQUESTED TORQUE: 29.9 Nm
2021-04-25 13:36:23.321869 MCU PEDAL ACCEL 1: 2205
2021-04-25 13:36:23.321869 MCU PEDAL ACCEL 2: 1876
2021-04-25 13:36:23.321869 MCU PEDAL BRAKE: 447
2021-04-25 13:36:23.321869 MCU IMPLAUS ACCEL: 1
2021-04-25 13:36:23.321869 MCU IMPLAUS BRAKE: 0
2021-04-25 13:36:23.321869 MCU BRAKE ACT: 0
2021-04-25 13:36:23.321869 MCU TORQUE MAP MODE: 1
2021-04-25 13:36:23.384702 TCU WHEEL RPM REAR LEFT: 55.62 RPM
2021-04-25 13:36:23.384702 TCU WHEEL RPM REAR RIGHT: 55.62 RPM
2021-04-25 13:36:23.386565 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:36:23.386565 TCU WHEEL RPM FRONT RIGHT: 2.56 RPM
2021-04-25 13:36:23.388590 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:36:23.392183 MOTOR ANGLE: 238.9
2021-04-25 13:36:23.392183 MOTOR SPEED: -2737 RPM
2021-04-25 13:36:23.392183 ELEC OUTPUT FREQ: -456.1
2021-04-25 13:36:23.392183 DELTA RESOLVER FILT: 672
2021-04-25 13:36:23.394183 PHASE A CURRENT: -42.9 A
2021-04-25 13:36:23.394183 PHASE B CURRENT: -41.1 A
2021-04-25 13:36:23.394183 PHASE C CURRENT: 86.2 A
2021-04-25 13:36:23.394183 DC BUS CURRENT: 28.5 A
2021-04-25 13:36:23.396051 DC BUS VOLTAGE: 288.9 V
2021-04-25 13:36:23.396051 OUTPUT VOLTAGE: 77.9 V
2021-04-25 13:36:23.396051 PHASE AB VOLTAGE: 25.4 V
2021-04-25 13:36:23.396051 PHASE BC VOLTAGE: 73.6 V
2021-04-25 13:36:23.399246 MOTOR ANGLE: 72.0
2021-04-25 13:36:23.399246 MOTOR SPEED: -2583 RPM
2021-04-25 13:36:23.399246 ELEC OUTPUT FREQ: -430.6
2021-04-25 13:36:23.399246 DELTA RESOLVER FILT: 677
2021-04-25 13:36:23.401167 PHASE A CURRENT: 28.2 A
2021-04-25 13:36:23.401167 PHASE B CURRENT: 30.3 A
2021-04-25 13:36:23.401167 PHASE C CURRENT: -72.2 A
2021-04-25 13:36:23.401167 DC BUS CURRENT: 23.3 A
2021-04-25 13:36:23.458931 DC BUS VOLTAGE: 289.5 V
2021-04-25 13:36:23.458931 OUTPUT VOLTAGE: 74.0 V
2021-04-25 13:36:23.458931 PHASE AB VOLTAGE: 26.0 V
2021-04-25 13:36:23.458931 PHASE BC VOLTAGE: 69.3 V
2021-04-25 13:36:23.461153 COMMANDED TORQUE: 32.1 Nm
2021-04-25 13:36:23.461153 TORQUE FEEDBACK: 27.9 Nm
2021-04-25 13:36:23.461153 RMS UPTIME: 198 s
2021-04-25 13:36:23.463180 REQUESTED TORQUE: 32.1 Nm
2021-04-25 13:36:23.465133 MCU PEDAL ACCEL 1: 2212
2021-04-25 13:36:23.465133 MCU PEDAL ACCEL 2: 1869
2021-04-25 13:36:23.465133 MCU PEDAL BRAKE: 427
2021-04-25 13:36:23.465133 MCU IMPLAUS ACCEL: 0
2021-04-25 13:36:23.465133 MCU IMPLAUS BRAKE: 0
2021-04-25 13:36:23.465133 MCU BRAKE ACT: 1
2021-04-25 13:36:23.465133 MCU TORQUE MAP MODE: 1
2021-04-25 13:36:23.467277 TCU WHEEL RPM REAR LEFT: 55.58 RPM
2021-04-25 13:36:23.467277 TCU WHEEL RPM REAR RIGHT: 55.58 RPM
2021-04-25 13:36:23.469322 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:36:23.469322 TCU WHEEL RPM FRONT RIGHT: 2.56 RPM
2021-04-25 13:36:23.471069 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:36:23.833824 MOTOR ANGLE: 337.1
2021-04-25 13:36:23.833824 MOTOR SPEED: -2755 RPM
2021-04-25 13:36:23.833824 ELEC OUTPUT FREQ: -459.3
2021-04-25 13:36:23.833824 DELTA RESOLVER FILT: 669
2021-04-25 13:36:23.902316 PHASE A CURRENT: 69.8 A
2021-04-25 13:36:23.902316 PHASE B CURRENT: -70.4 A
2021-04-25 13:36:23.902316 PHASE C CURRENT: -1.6 A
2021-04-25 13:36:23.902316 DC BUS CURRENT: 28.2 A
2021-04-25 13:36:23.904748 DC BUS VOLTAGE: 288.9 V
2021-04-25 13:36:23.904748 OUTPUT VOLTAGE: 78.5 V
2021-04-25 13:36:23.904748 PHASE AB VOLTAGE: 26.2 V
2021-04-25 13:36:23.904748 PHASE BC VOLTAGE: 74.0 V
2021-04-25 13:36:23.908403 ECU CURRENT: 0.61 A
2021-04-25 13:36:23.908403 COOLING CURRENT: 655.34 A
2021-04-25 13:36:23.910453 MOTOR ANGLE: 13.5
2021-04-25 13:36:23.910453 MOTOR SPEED: -2424 RPM
2021-04-25 13:36:23.910453 ELEC OUTPUT FREQ: -404.0
2021-04-25 13:36:23.910453 DELTA RESOLVER FILT: 671
2021-04-25 13:36:23.912430 PHASE A CURRENT: 71.9 A
